timestamp,avg_speed,cam.preset,avg_speed_bus
2021-12-10 03:55:00,0.0,7.0,
2021-12-10 04:00:00,,,
2021-12-10 04:05:00,,,36.0
2021-12-10 04:10:00,,,
2021-12-10 04:15:00,,,
2021-12-10 04:20:00,,,
2021-12-10 04:25:00,,,
2021-12-10 04:30:00,,,
2021-12-10 04:35:00,,,
2021-12-10 04:40:00,0.0,7.0,
2021-12-10 04:45:00,,,32.39999771118164
2021-12-10 04:50:00,0.0,7.0,18.0
2021-12-10 04:55:00,,,21.599998474121094
2021-12-10 05:00:00,,,
2021-12-10 05:05:00,44.0,7.0,
2021-12-10 05:10:00,,,14.399999618530272
2021-12-10 05:15:00,31.0,7.0,19.799999237060547
2021-12-10 05:20:00,,,7.199999809265137
2021-12-10 05:25:00,,,
2021-12-10 05:30:00,30.0,7.0,28.799998601277668
2021-12-10 05:35:00,33.5,7.0,23.999998728434246
2021-12-10 05:40:00,,,
2021-12-10 05:45:00,54.0,7.0,14.399999618530272
2021-12-10 05:50:00,,,21.599998474121094
2021-12-10 05:55:00,82.0,7.0,26.999999046325684
2021-12-10 06:00:00,,,
2021-12-10 06:05:00,8.0,7.0,28.799999237060547
2021-12-10 06:10:00,,,32.39999771118164
2021-12-10 06:15:00,35.0,7.0,
2021-12-10 06:20:00,40.0,7.0,
2021-12-10 06:25:00,40.75,7.0,
2021-12-10 06:30:00,,,
2021-12-10 06:35:00,,,
2021-12-10 06:40:00,,,
2021-12-10 06:45:00,49.0,7.0,
2021-12-10 06:50:00,44.75,7.0,
2021-12-10 06:55:00,43.0,7.0,
2021-12-10 07:00:00,,,
2021-12-10 07:05:00,0.0,7.0,
2021-12-10 07:10:00,23.5,7.0,
2021-12-10 07:15:00,,,
2021-12-10 07:20:00,28.5,7.0,
2021-12-10 07:25:00,36.0,7.0,
2021-12-10 07:30:00,,,
2021-12-10 07:35:00,0.0,7.0,
2021-12-10 07:40:00,66.0,7.0,
2021-12-10 07:45:00,73.0,7.0,
2021-12-10 07:50:00,0.0,7.0,
2021-12-10 07:55:00,,,
2021-12-10 08:00:00,,,
2021-12-10 08:05:00,,,
2021-12-10 08:10:00,,,
2021-12-10 08:15:00,40.5,7.0,
2021-12-10 08:20:00,,,
2021-12-10 08:25:00,69.0,7.0,
2021-12-10 08:30:00,36.0,7.0,
2021-12-10 08:35:00,79.5,7.0,
2021-12-10 08:40:00,,,
2021-12-10 08:45:00,,,
2021-12-10 08:50:00,,,
2021-12-10 08:55:00,,,
2021-12-10 09:00:00,,,
2021-12-10 09:05:00,50.0,7.0,
2021-12-10 09:10:00,,,
2021-12-10 09:15:00,48.0,7.0,
2021-12-10 09:20:00,57.0,7.0,
2021-12-10 09:25:00,72.0,7.0,
2021-12-10 09:30:00,37.0,7.0,
2021-12-10 09:35:00,,,
2021-12-10 09:40:00,,,
2021-12-10 09:45:00,18.0,7.0,
2021-12-10 09:50:00,34.0,7.0,
2021-12-10 09:55:00,52.0,7.0,
