timestamp,avg_speed,cam.preset,avg_speed_bus
2021-12-10 00:10:00,9.0,6.0,
2021-12-10 00:15:00,,,
2021-12-10 00:20:00,9.0,6.0,
2021-12-10 00:25:00,,,
2021-12-10 00:30:00,,,
2021-12-10 00:35:00,39.0,6.0,
2021-12-10 00:40:00,96.0,6.0,
2021-12-10 00:45:00,,,
2021-12-10 00:50:00,,,
2021-12-10 00:55:00,,,
2021-12-10 01:00:00,,,
2021-12-10 01:05:00,45.0,6.0,
2021-12-10 01:10:00,60.0,6.0,
2021-12-10 01:15:00,,,25.19999885559082
2021-12-10 01:20:00,41.0,6.0,
2021-12-10 01:25:00,36.0,6.0,
2021-12-10 01:30:00,,,
2021-12-10 01:35:00,,,
2021-12-10 01:40:00,,,
2021-12-10 01:45:00,,,
2021-12-10 01:50:00,,,
2021-12-10 01:55:00,62.0,6.0,
2021-12-10 02:00:00,52.0,6.0,
2021-12-10 02:05:00,,,
2021-12-10 02:10:00,,,
2021-12-10 02:15:00,20.0,6.0,32.39999771118164
2021-12-10 02:20:00,38.25,6.0,
2021-12-10 02:25:00,16.0,6.0,
2021-12-10 02:30:00,,,
2021-12-10 02:35:00,,,33.29999923706055
2021-12-10 02:40:00,,,
2021-12-10 02:45:00,,,
2021-12-10 02:50:00,,,
2021-12-10 02:55:00,0.0,6.0,
2021-12-10 03:00:00,,,34.79999796549479
2021-12-10 03:05:00,51.0,6.0,
2021-12-10 03:10:00,30.5,6.0,43.19999694824219
2021-12-10 03:15:00,48.5,6.0,32.39999771118164
2021-12-10 03:20:00,43.0,6.0,
2021-12-10 03:25:00,,,
2021-12-10 03:30:00,35.0,6.0,
2021-12-10 03:35:00,60.0,6.0,39.59999847412109
2021-12-10 03:40:00,,,25.19999885559082
2021-12-10 03:45:00,22.0,6.0,46.79999923706055
2021-12-10 03:50:00,7.0,6.0,
2021-12-10 03:55:00,20.5,6.0,
2021-12-10 04:00:00,86.0,6.0,
2021-12-10 04:05:00,1.0,6.0,
2021-12-10 04:10:00,9.666666666666666,6.0,
2021-12-10 04:15:00,64.25,6.0,31.499999046325684
2021-12-10 04:20:00,0.0,6.0,34.19999885559082
2021-12-10 04:25:00,34.5,6.0,28.79999828338623
2021-12-10 04:30:00,28.0,6.0,25.919998931884766
2021-12-10 04:35:00,38.5,6.0,35.09999895095825
2021-12-10 04:40:00,47.5,6.0,39.59999847412109
2021-12-10 04:45:00,41.5,6.0,29.828570229666575
2021-12-10 04:50:00,78.0,6.0,35.999999046325684
2021-12-10 04:55:00,16.0,6.0,37.19999758402506
2021-12-10 05:00:00,25.166666666666668,6.0,33.199998431735565
2021-12-10 05:05:00,75.0,6.0,46.07999801635742
2021-12-10 05:10:00,45.0,6.0,33.59999910990397
2021-12-10 05:15:00,29.5,6.0,38.39999771118164
2021-12-10 05:20:00,35.0,6.0,26.699999173482258
2021-12-10 05:25:00,5.0,6.0,37.43999900817871
2021-12-10 05:30:00,25.75,6.0,35.48571341378348
2021-12-10 05:35:00,54.75,6.0,33.9999991522895
2021-12-10 05:40:00,42.75,6.0,38.39999898274739
2021-12-10 05:45:00,31.5,6.0,31.19999821980794
2021-12-10 05:50:00,41.666666666666664,6.0,36.89999866485596
2021-12-10 05:55:00,19.75,6.0,33.599998792012535
2021-12-10 06:00:00,18.5,6.0,38.69999885559082
2021-12-10 06:05:00,77.66666666666667,6.0,28.79999828338623
2021-12-10 06:10:00,56.0,6.0,
2021-12-10 06:15:00,18.666666666666668,6.0,34.79999923706055
2021-12-10 06:20:00,68.25,6.0,
2021-12-10 06:25:00,44.5,6.0,
2021-12-10 06:30:00,23.333333333333332,6.0,36.0
2021-12-10 06:35:00,45.25,6.0,
2021-12-10 06:40:00,28.333333333333332,6.0,
2021-12-10 06:45:00,58.5,6.0,
2021-12-10 06:50:00,45.5,6.0,
2021-12-10 06:55:00,18.0,6.0,
2021-12-10 07:00:00,62.75,6.0,
2021-12-10 07:05:00,23.666666666666668,6.0,
2021-12-10 07:10:00,15.0,6.0,
2021-12-10 07:15:00,17.0,6.0,
2021-12-10 07:20:00,42.0,6.0,
2021-12-10 07:25:00,20.0,6.0,
2021-12-10 07:30:00,31.333333333333332,6.0,
2021-12-10 07:35:00,51.0,6.0,
2021-12-10 07:40:00,34.333333333333336,6.0,
2021-12-10 07:45:00,60.25,6.0,
2021-12-10 07:50:00,55.75,6.0,
2021-12-10 07:55:00,37.833333333333336,6.0,
2021-12-10 08:00:00,36.25,6.0,
2021-12-10 08:05:00,47.5,6.0,
2021-12-10 08:10:00,30.833333333333332,6.0,
2021-12-10 08:15:00,12.0,6.0,
2021-12-10 08:20:00,28.5,6.0,
2021-12-10 08:25:00,28.5,6.0,
2021-12-10 08:30:00,35.0,6.0,
2021-12-10 08:35:00,27.0,6.0,
2021-12-10 08:40:00,49.5,6.0,
2021-12-10 08:45:00,44.333333333333336,6.0,
2021-12-10 08:50:00,11.5,6.0,
2021-12-10 08:55:00,30.333333333333332,6.0,
2021-12-10 09:00:00,0.0,6.0,
2021-12-10 09:05:00,45.0,6.0,
2021-12-10 09:10:00,42.666666666666664,6.0,
2021-12-10 09:15:00,55.0,6.0,
2021-12-10 09:20:00,12.666666666666666,6.0,
2021-12-10 09:25:00,53.5,6.0,
2021-12-10 09:30:00,44.75,6.0,
2021-12-10 09:35:00,44.5,6.0,
2021-12-10 09:40:00,45.25,6.0,
2021-12-10 09:45:00,40.166666666666664,6.0,
2021-12-10 09:50:00,58.25,6.0,
2021-12-10 09:55:00,47.25,6.0,
2021-12-10 10:00:00,36.5,6.0,
2021-12-10 10:05:00,15.5,6.0,
2021-12-10 10:10:00,43.166666666666664,6.0,
2021-12-10 10:15:00,35.5,6.0,
2021-12-10 10:20:00,21.5,6.0,
2021-12-10 10:25:00,58.666666666666664,6.0,
2021-12-10 10:30:00,15.75,6.0,
