timestamp,avg_speed,cam.preset,avg_speed_bus
2021-12-10 01:20:00,51.0,8.0,
2021-12-10 01:25:00,,,
2021-12-10 01:30:00,,,
2021-12-10 01:35:00,,,
2021-12-10 01:40:00,,,
2021-12-10 01:45:00,,,
2021-12-10 01:50:00,,,
2021-12-10 01:55:00,,,
2021-12-10 02:00:00,,,
2021-12-10 02:05:00,,,
2021-12-10 02:10:00,11.0,8.0,
2021-12-10 02:15:00,,,
2021-12-10 02:20:00,,,
2021-12-10 02:25:00,,,
2021-12-10 02:30:00,80.0,8.0,
2021-12-10 02:35:00,,,
2021-12-10 02:40:00,38.0,8.0,
2021-12-10 02:45:00,31.0,8.0,
2021-12-10 02:50:00,,,
2021-12-10 02:55:00,65.0,8.0,
2021-12-10 03:00:00,,,
2021-12-10 03:05:00,,,
2021-12-10 03:10:00,,,
2021-12-10 03:15:00,61.0,8.0,
2021-12-10 03:20:00,,,
2021-12-10 03:25:00,0.0,8.0,
2021-12-10 03:30:00,23.0,8.0,
2021-12-10 03:35:00,,,
2021-12-10 03:40:00,,,
2021-12-10 03:45:00,13.5,8.0,
2021-12-10 03:50:00,52.0,8.0,
2021-12-10 03:55:00,36.0,8.0,
2021-12-10 04:00:00,5.0,8.0,
2021-12-10 04:05:00,,,
2021-12-10 04:10:00,,,
2021-12-10 04:15:00,64.0,8.0,28.799999237060547
2021-12-10 04:20:00,,,
2021-12-10 04:25:00,,,
2021-12-10 04:30:00,,,32.39999771118164
2021-12-10 04:35:00,69.0,8.0,
2021-12-10 04:40:00,,,
2021-12-10 04:45:00,,,32.39999961853027
2021-12-10 04:50:00,82.0,8.0,26.999998569488525
2021-12-10 04:55:00,42.0,8.0,36.0
2021-12-10 05:00:00,,,
2021-12-10 05:05:00,,,
2021-12-10 05:10:00,82.0,8.0,19.19999885559082
2021-12-10 05:15:00,6.0,8.0,26.228570120675222
2021-12-10 05:20:00,,,28.799999237060547
2021-12-10 05:25:00,65.0,8.0,28.799999237060547
2021-12-10 05:30:00,0.0,8.0,36.0
2021-12-10 05:35:00,83.0,8.0,25.19999885559082
2021-12-10 05:40:00,40.0,8.0,
2021-12-10 05:45:00,26.0,8.0,28.799999237060547
2021-12-10 05:50:00,65.5,8.0,28.799999237060547
2021-12-10 05:55:00,28.0,8.0,36.0
2021-12-10 06:00:00,,,
2021-12-10 06:05:00,34.0,8.0,8.399999618530273
2021-12-10 06:10:00,65.33333333333333,8.0,
2021-12-10 06:15:00,53.0,8.0,
2021-12-10 06:20:00,11.0,8.0,23.399998664855957
2021-12-10 06:25:00,21.5,8.0,
2021-12-10 06:30:00,52.0,8.0,
2021-12-10 06:35:00,23.0,8.0,
2021-12-10 06:40:00,8.0,8.0,
2021-12-10 06:45:00,51.5,8.0,
2021-12-10 06:50:00,12.0,8.0,
2021-12-10 06:55:00,43.0,8.0,
2021-12-10 07:00:00,0.0,8.0,
2021-12-10 07:05:00,44.0,8.0,
2021-12-10 07:10:00,,,
2021-12-10 07:15:00,76.0,8.0,
2021-12-10 07:20:00,,,
2021-12-10 07:25:00,,,
2021-12-10 07:30:00,31.0,8.0,
2021-12-10 07:35:00,4.0,8.0,
2021-12-10 07:40:00,,,
2021-12-10 07:45:00,0.0,8.0,
2021-12-10 07:50:00,20.0,8.0,
2021-12-10 07:55:00,27.0,8.0,
2021-12-10 08:00:00,,,
2021-12-10 08:05:00,38.0,8.0,
2021-12-10 08:10:00,45.0,8.0,
2021-12-10 08:15:00,19.0,8.0,
2021-12-10 08:20:00,,,
2021-12-10 08:25:00,,,
2021-12-10 08:30:00,54.5,8.0,
2021-12-10 08:35:00,16.25,8.0,
2021-12-10 08:40:00,,,
2021-12-10 08:45:00,,,
2021-12-10 08:50:00,,,
2021-12-10 08:55:00,,,
2021-12-10 09:00:00,,,
2021-12-10 09:05:00,27.0,8.0,
2021-12-10 09:10:00,50.0,8.0,
2021-12-10 09:15:00,,,
2021-12-10 09:20:00,10.5,8.0,
2021-12-10 09:25:00,,,
2021-12-10 09:30:00,,,
2021-12-10 09:35:00,,,
2021-12-10 09:40:00,,,
2021-12-10 09:45:00,19.5,8.0,
2021-12-10 09:50:00,8.0,8.0,
2021-12-10 09:55:00,,,
2021-12-10 10:00:00,45.0,8.0,
2021-12-10 10:05:00,,,
2021-12-10 10:10:00,42.0,8.0,
2021-12-10 10:15:00,50.0,8.0,
2021-12-10 10:20:00,18.0,8.0,
2021-12-10 10:25:00,29.0,8.0,
2021-12-10 10:30:00,,,
2021-12-10 10:35:00,67.0,8.0,
2021-12-10 10:40:00,53.0,8.0,
2021-12-10 10:45:00,,,
2021-12-10 10:50:00,27.0,8.0,
2021-12-10 10:55:00,,,
2021-12-10 11:00:00,25.0,8.0,
2021-12-10 11:05:00,42.0,8.0,
2021-12-10 11:10:00,22.0,8.0,
2021-12-10 11:15:00,16.5,8.0,
2021-12-10 11:20:00,42.0,8.0,
2021-12-10 11:25:00,,,
2021-12-10 11:30:00,2.0,8.0,
2021-12-10 11:35:00,,,
2021-12-10 11:40:00,42.0,8.0,
2021-12-10 11:45:00,,,
2021-12-10 11:50:00,,,
2021-12-10 11:55:00,24.0,8.0,
2021-12-10 12:00:00,39.0,8.0,
2021-12-10 12:05:00,18.0,8.0,
2021-12-10 12:10:00,19.5,8.0,
2021-12-10 12:15:00,13.0,8.0,
2021-12-10 12:20:00,44.0,8.0,
2021-12-10 12:25:00,56.0,8.0,
2021-12-10 12:30:00,58.0,8.0,
2021-12-10 12:35:00,9.5,8.0,
2021-12-10 12:40:00,28.0,8.0,
2021-12-10 12:45:00,54.0,8.0,
2021-12-10 12:50:00,70.0,8.0,
2021-12-10 12:55:00,45.0,8.0,
2021-12-10 13:00:00,45.0,8.0,
2021-12-10 13:05:00,45.5,8.0,
2021-12-10 13:10:00,39.0,8.0,
2021-12-10 13:15:00,18.0,8.0,
2021-12-10 13:20:00,41.0,8.0,
2021-12-10 13:25:00,37.0,8.0,
2021-12-10 13:30:00,19.5,8.0,
2021-12-10 13:35:00,51.5,8.0,
2021-12-10 13:40:00,36.5,8.0,
2021-12-10 13:45:00,0.0,8.0,
2021-12-10 13:50:00,41.0,8.0,
2021-12-10 13:55:00,0.0,8.0,
2021-12-10 14:00:00,46.0,8.0,
2021-12-10 14:05:00,0.0,8.0,
2021-12-10 14:10:00,27.0,8.0,
2021-12-10 14:15:00,13.0,8.0,
2021-12-10 14:20:00,,,
2021-12-10 14:25:00,11.0,8.0,
2021-12-10 14:30:00,,,
2021-12-10 14:35:00,,,
2021-12-10 14:40:00,44.75,8.0,
2021-12-10 14:45:00,42.5,8.0,
2021-12-10 14:50:00,34.5,8.0,
2021-12-10 14:55:00,35.5,8.0,
2021-12-10 15:00:00,42.5,8.0,
2021-12-10 15:05:00,33.0,8.0,
2021-12-10 15:10:00,34.0,8.0,
2021-12-10 15:15:00,28.5,8.0,
2021-12-10 15:20:00,37.0,8.0,
2021-12-10 15:25:00,33.0,8.0,
2021-12-10 15:30:00,37.75,8.0,
2021-12-10 15:35:00,,,
2021-12-10 15:40:00,20.0,8.0,
2021-12-10 15:45:00,57.0,8.0,
2021-12-10 15:50:00,42.0,8.0,
2021-12-10 15:55:00,61.0,8.0,
2021-12-10 16:00:00,4.25,8.0,
