timestamp,avg_speed,cam.preset,avg_speed_bus
2021-12-10 00:45:00,0.0,9.0,
2021-12-10 00:50:00,56.0,9.0,
2021-12-10 00:55:00,,,
2021-12-10 01:00:00,,,
2021-12-10 01:05:00,,,
2021-12-10 01:10:00,,,
2021-12-10 01:15:00,,,
2021-12-10 01:20:00,,,
2021-12-10 01:25:00,,,
2021-12-10 01:30:00,,,
2021-12-10 01:35:00,,,
2021-12-10 01:40:00,,,
2021-12-10 01:45:00,52.0,9.0,
2021-12-10 01:50:00,,,
2021-12-10 01:55:00,,,
2021-12-10 02:00:00,,,
2021-12-10 02:05:00,,,
2021-12-10 02:10:00,,,
2021-12-10 02:15:00,,,
2021-12-10 02:20:00,,,
2021-12-10 02:25:00,63.0,9.0,
2021-12-10 02:30:00,,,
2021-12-10 02:35:00,,,
2021-12-10 02:40:00,,,
2021-12-10 02:45:00,37.0,9.0,
2021-12-10 02:50:00,0.0,9.0,
2021-12-10 02:55:00,,,
2021-12-10 03:00:00,,,
2021-12-10 03:05:00,,,
2021-12-10 03:10:00,,,
2021-12-10 03:15:00,,,
2021-12-10 03:20:00,59.0,9.0,
2021-12-10 03:25:00,48.5,9.0,
2021-12-10 03:30:00,0.0,9.0,
2021-12-10 03:35:00,0.0,9.0,
2021-12-10 03:40:00,74.0,9.0,
2021-12-10 03:45:00,44.0,9.0,
2021-12-10 03:50:00,,,
2021-12-10 03:55:00,49.0,9.0,
2021-12-10 04:00:00,27.0,9.0,
2021-12-10 04:05:00,42.0,9.0,
2021-12-10 04:10:00,0.0,9.0,21.599999745686848
2021-12-10 04:15:00,52.0,9.0,
2021-12-10 04:20:00,,,25.19999885559082
2021-12-10 04:25:00,,,
2021-12-10 04:30:00,53.0,9.0,
2021-12-10 04:35:00,51.0,9.0,
2021-12-10 04:40:00,33.0,9.0,
2021-12-10 04:45:00,18.5,9.0,21.599998474121094
2021-12-10 04:50:00,29.0,9.0,
2021-12-10 04:55:00,29.0,9.0,23.14285605294364
2021-12-10 05:00:00,17.0,9.0,
2021-12-10 05:05:00,,,
2021-12-10 05:10:00,34.0,9.0,
2021-12-10 05:15:00,48.5,9.0,16.199999173482258
2021-12-10 05:20:00,,,
2021-12-10 05:25:00,39.0,9.0,
2021-12-10 05:30:00,10.0,9.0,13.885713849748884
2021-12-10 05:35:00,0.0,9.0,18.0
2021-12-10 05:40:00,54.0,9.0,
2021-12-10 05:45:00,1.5,9.0,10.799999237060549
2021-12-10 05:50:00,37.0,9.0,
2021-12-10 05:55:00,9.5,9.0,19.439998626708984
2021-12-10 06:00:00,18.0,9.0,
2021-12-10 06:05:00,4.0,9.0,13.679999160766602
2021-12-10 06:10:00,0.0,9.0,
2021-12-10 06:15:00,20.0,9.0,
2021-12-10 06:20:00,7.0,9.0,
2021-12-10 06:25:00,7.5,9.0,
2021-12-10 06:30:00,16.5,9.0,
2021-12-10 06:35:00,25.5,9.0,
2021-12-10 06:40:00,22.0,9.0,
2021-12-10 06:45:00,31.0,9.0,
2021-12-10 06:50:00,19.0,9.0,
2021-12-10 06:55:00,0.0,9.0,
2021-12-10 07:00:00,4.0,9.0,
2021-12-10 07:05:00,12.0,9.0,
2021-12-10 07:10:00,39.5,9.0,
2021-12-10 07:15:00,24.0,9.0,
2021-12-10 07:20:00,18.5,9.0,
2021-12-10 07:25:00,23.0,9.0,
2021-12-10 07:30:00,,,
2021-12-10 07:35:00,69.0,9.0,
2021-12-10 07:40:00,23.0,9.0,
2021-12-10 07:45:00,,,
2021-12-10 07:50:00,,,
2021-12-10 07:55:00,25.0,9.0,
2021-12-10 08:00:00,,,
2021-12-10 08:05:00,,,
2021-12-10 08:10:00,,,
2021-12-10 08:15:00,43.0,9.0,
2021-12-10 08:20:00,,,
2021-12-10 08:25:00,,,
2021-12-10 08:30:00,52.0,9.0,
2021-12-10 08:35:00,51.0,9.0,
2021-12-10 08:40:00,,,
2021-12-10 08:45:00,,,
2021-12-10 08:50:00,56.0,9.0,
2021-12-10 08:55:00,50.0,9.0,
2021-12-10 09:00:00,20.5,9.0,
2021-12-10 09:05:00,17.5,9.0,
2021-12-10 09:10:00,,,
2021-12-10 09:15:00,,,
2021-12-10 09:20:00,,,
2021-12-10 09:25:00,63.0,9.0,
2021-12-10 09:30:00,68.0,9.0,
2021-12-10 09:35:00,27.0,9.0,
2021-12-10 09:40:00,71.0,9.0,
2021-12-10 09:45:00,10.0,9.0,
2021-12-10 09:50:00,48.0,9.0,
2021-12-10 09:55:00,18.5,9.0,
2021-12-10 10:00:00,3.0,9.0,
2021-12-10 10:05:00,7.0,9.0,
2021-12-10 10:10:00,37.5,9.0,
2021-12-10 10:15:00,,,
2021-12-10 10:20:00,,,
2021-12-10 10:25:00,,,
2021-12-10 10:30:00,,,
2021-12-10 10:35:00,14.0,9.0,
2021-12-10 10:40:00,28.0,9.0,
2021-12-10 10:45:00,,,
2021-12-10 10:50:00,41.0,9.0,
2021-12-10 10:55:00,22.5,9.0,
2021-12-10 11:00:00,,,
2021-12-10 11:05:00,0.0,9.0,
2021-12-10 11:10:00,28.0,9.0,
2021-12-10 11:15:00,53.0,9.0,
2021-12-10 11:20:00,42.0,9.0,
2021-12-10 11:25:00,,,
2021-12-10 11:30:00,66.0,9.0,
2021-12-10 11:35:00,44.0,9.0,
2021-12-10 11:40:00,,,
